municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Encanto,2020-07-16,23,13,-6.11311,-38.30996,3,240330,5638,407.9460802,53.21035828
Equador,2020-07-16,10,13,-6.94464,-36.71772,,240340,6045,165.4259719,0
Espírito Santo,2020-07-16,105,41,-6.33285,-35.31054,6,240350,10505,999.5240362,57.11565921
Extremoz,2020-07-16,400,443,-5.70592,-35.30274,23,240360,28583,1399.43323,80.4674107
Felipe Guerra,2020-07-16,84,10,-5.59829,-37.69658,1,240370,5985,1403.508772,16.70843776
Fernando Pedroza,2020-07-16,18,39,-5.69707,-36.53091,,240375,3054,589.3909627,0
Florânia,2020-07-16,59,193,-6.12226,-36.8103,3,240380,9116,647.2136902,32.90917069
Francisco Dantas,2020-07-16,5,28,-6.08879,-38.12427,,240390,2824,177.0538244,0
Frutuoso Gomes,2020-07-16,9,3,-6.15907,-37.84093,,240400,4068,221.2389381,0
Galinhos,2020-07-16,40,6,-5.09233,-36.27439,,240410,2786,1435.750179,0
Goianinha,2020-07-16,280,233,-6.26803,-35.20846,7,240420,26328,1063.506533,26.58766332
Governador Dix-Sept Rosado,2020-07-16,85,78,-5.45588,-37.51945,1,240430,13037,651.9904886,7.670476337
Grossos,2020-07-16,193,210,-4.98204,-37.15164,4,240440,10383,1858.807666,38.52451122
Guamaré,2020-07-16,284,348,-5.10822,-36.31985,12,240450,15659,1813.65349,76.63324606
Ielmo Marinho,2020-07-16,89,79,-5.82138,-35.55238,1,240460,13766,646.5204126,7.264274299
Ipanguaçu,2020-07-16,107,113,-5.50835,-36.85966,8,240470,15491,690.723646,51.64288942
Ipueira,2020-07-16,5,10,-6.8169,-37.1982,,240480,2241,223.1146809,0
Itajá,2020-07-16,139,86,-5.63128,-36.86387,1,240485,7548,1841.54743,13.24854266
Itaú,2020-07-16,17,15,-5.84451,-37.99029,,240490,5878,289.2140184,0
Jaçanã,2020-07-16,141,31,-6.42742,-36.20408,,240500,9133,1543.851965,0
Jandaíra,2020-07-16,72,19,-5.357,-36.12584,1,240510,6878,1046.815935,14.53911021
Janduís,2020-07-16,20,48,-6.01718,-37.40641,1,240520,5268,379.6507213,18.98253607
Japi,2020-07-16,14,31,-6.46597,-35.94585,,240540,5055,276.9535114,0
Jardim de Angicos,2020-07-16,3,6,-5.65155,-35.97139,,240550,2612,114.8545176,0
Jardim de Piranhas,2020-07-16,141,272,-6.37882,-37.35209,5,240560,14837,950.3268855,33.69953495
Jardim do Seridó,2020-07-16,63,67,-6.58731,-36.77304,2,240570,12396,508.2284608,16.13423685
João Câmara,2020-07-16,244,100,-5.54933,-35.81469,2,240580,34955,698.0403376,5.721642111
João Dias,2020-07-16,1,3,-6.27803,-37.79739,,240590,2654,37.67897513,0
José da Penha,2020-07-16,4,4,-6.31884,-38.28444,,240600,5951,67.21559402,0
Jucurutu,2020-07-16,105,336,-6.03196,-37.01604,4,240610,18295,573.9273025,21.86389724
Jundiá,2020-07-16,28,9,-6.26701,-35.32768,1,240615,3898,718.3170857,25.65418163
Lagoa d'Anta,2020-07-16,66,80,-6.39137,-35.59791,3,240620,6769,975.0332398,44.31969272
Lagoa de Pedras,2020-07-16,19,31,-6.14635,-35.43342,3,240630,7544,251.8557794,39.76670201
Lagoa de Velhos,2020-07-16,49,3,-6.00234,-35.86802,1,240640,2732,1793.557833,36.60322108
Lagoa Nova,2020-07-16,29,15,-6.09447,-36.47148,1,240650,15614,185.7307545,6.404508774
Lagoa Salgada,2020-07-16,42,63,-6.12244,-35.48143,1,240660,8245,509.3996361,12.12856277
Lajes,2020-07-16,48,187,-5.70114,-36.24449,1,240670,11277,425.6451184,8.867606633
Lajes Pintadas,2020-07-16,63,22,-6.14999,-36.1168,1,240680,4759,1323.807523,21.01281782
Lucrécia,2020-07-16,6,7,-6.11528,-37.81364,,240690,3996,150.1501502,0
Luís Gomes,2020-07-16,16,24,-6.4133,-38.38689,1,240700,10116,158.1652827,9.88533017
Macaíba,2020-07-16,619,2006,-5.85975,-35.3498,32,240710,80792,766.1649668,39.60788197
Macau,2020-07-16,220,203,-5.11261,-36.63449,15,240720,31814,691.5194568,47.14905388
Major Sales,2020-07-16,3,45,-6.40682,-38.32301,1,240725,4020,74.62686567,24.87562189
Marcelino Vieira,2020-07-16,25,56,-6.29336,-38.16689,,240730,8347,299.5088056,0
Martins,2020-07-16,12,6,-6.09002,-37.91357,,240740,8725,137.5358166,0
Maxaranguape,2020-07-16,113,40,-5.51832,-35.25922,2,240750,12371,913.4265621,16.16684181
Messias Targino,2020-07-16,22,11,-6.07799,-37.51304,1,240760,4601,478.1569224,21.73440556
Montanhas,2020-07-16,86,20,-6.48446,-35.28537,4,240770,11251,764.3764999,35.55239534
Monte Alegre,2020-07-16,153,92,-6.07245,-35.33661,2,240780,22451,681.484121,8.908289163
Monte das Gameleiras,2020-07-16,8,22,-6.44027,-35.78497,,240790,2105,380.0475059,0
Mossoró,2020-07-16,4035,2595,-5.18784,-37.34422,153,240800,297378,1356.858947,51.44967012
Natal,2020-07-16,15646,27785,-5.79544,-35.21151,634,240810,884122,1769.665272,71.70956045
Nísia Floresta,2020-07-16,229,161,-6.05176,-35.22306,4,240820,27602,829.6500254,14.4917035
Nova Cruz,2020-07-16,307,300,-6.47523,-35.42884,17,240830,37343,822.1085612,45.52392684
Olho-d'Água do Borges,2020-07-16,21,3,-5.95575,-37.70363,,240840,4258,493.1892907,0
Ouro Branco,2020-07-16,21,5,-6.70336,-36.94578,,240850,4812,436.4089776,0
Paraná,2020-07-16,7,4,-6.48408,-38.31216,,240860,4254,164.5510108,0
Paraú,2020-07-16,25,18,-5.77734,-37.1016,1,240870,3768,663.4819533,26.53927813
Parazinho,2020-07-16,53,62,-5.22691,-35.83942,,240880,5237,1012.029788,0
Parelhas,2020-07-16,57,254,-6.69242,-36.65892,,240890,21477,265.4001956,0
Parnamirim,2020-07-16,4208,5456,-5.90543,-35.2612,106,240325,261469,1609.368606,40.54017876
Passa e Fica,2020-07-16,70,34,-6.43547,-35.64359,1,240910,13277,527.2275363,7.531821948
Passagem,2020-07-16,24,17,-6.2787,-35.37552,,240920,3089,776.9504694,0
Patu,2020-07-16,18,22,-6.10194,-37.6373,1,240930,12755,141.121129,7.840062721
Pau dos Ferros,2020-07-16,66,97,-6.1119,-38.20615,2,240940,30394,217.1481213,6.580246101
Pedra Grande,2020-07-16,36,14,-5.15087,-35.87696,,240950,3237,1112.140871,0
Pedra Preta,2020-07-16,6,10,-5.58167,-36.10432,,240960,2458,244.100895,0
Pedro Avelino,2020-07-16,13,16,-5.5205,-36.38722,,240970,6716,193.5675998,0
Pedro Velho,2020-07-16,50,100,-6.43889,-35.22165,1,240980,14806,337.7009321,6.754018641
Pendências,2020-07-16,215,170,-5.25664,-36.71899,13,240990,15129,1421.111772,85.92768855
Pilões,2020-07-16,19,6,-6.26734,-38.0424,,241000,3838,495.049505,0
Poço Branco,2020-07-16,158,35,-5.62055,-35.6598,3,241010,15413,1025.108674,19.46408876
Portalegre,2020-07-16,23,14,-6.0247,-37.98744,,241020,7867,292.3604932,0
Porto do Mangue,2020-07-16,52,95,-5.06713,-36.78074,3,241025,6437,807.8297343,46.6055616
Pureza,2020-07-16,79,18,-5.46347,-35.55422,1,241040,9621,821.1204656,10.39392994
Rafael Fernandes,2020-07-16,2,17,-6.19353,-38.22624,,241050,5098,39.23107101,0
Rafael Godeiro,2020-07-16,11,29,-6.07699,-37.71655,,241060,3201,343.6426117,0
Riacho da Cruz,2020-07-16,11,9,-5.93638,-37.94869,1,241070,3579,307.3484213,27.94076558
Riacho de Santana,2020-07-16,8,3,-6.26328,-38.31373,,241080,4204,190.2949572,0
Riachuelo,2020-07-16,120,99,-5.81017,-35.82336,2,241090,8128,1476.377953,24.60629921
Rio do Fogo,2020-07-16,67,86,-5.27472,-35.38253,3,240895,10848,617.6253687,27.65486726
Rodolfo Fernandes,2020-07-16,20,11,-5.78972,-38.06058,,241100,4467,447.7277815,0
Ruy Barbosa,2020-07-16,35,44,-5.88106,-35.93479,,241110,3600,972.2222222,0
Santa Cruz,2020-07-16,232,472,-6.22901,-36.02177,5,241120,39674,584.7658416,12.6027121
Santa Maria,2020-07-16,65,123,-5.83959,-35.69,4,240933,5551,1170.960187,72.05908845
Santana do Matos,2020-07-16,39,112,-5.95806,-36.66102,2,241140,12791,304.9018841,15.63599406
Santana do Seridó,2020-07-16,12,12,-6.77131,-36.73417,1,241142,2680,447.761194,37.31343284
Santo Antônio,2020-07-16,249,258,-6.31424,-35.47338,11,241150,24136,1031.653961,45.57507458
São Bento do Norte,2020-07-16,43,45,-5.06444,-36.03976,,241160,2747,1565.344012,0
São Bento do Trairí,2020-07-16,44,30,-6.34244,-36.08558,1,241170,4449,988.9862891,22.47696111
São Fernando,2020-07-16,7,21,-6.38232,-37.187,1,241180,3584,195.3125,27.90178571
São Francisco do Oeste,2020-07-16,2,4,-6.00017,-38.16779,,241190,4228,47.30368969,0
São Gonçalo do Amarante,2020-07-16,1699,1234,-5.79319,-35.32883,52,241200,102400,1659.179688,50.78125
São João do Sabugi,2020-07-16,14,41,-6.71691,-37.204,1,241210,6193,226.0616825,16.14726304
São José de Mipibu,2020-07-16,659,1127,-6.07368,-35.23786,12,241220,43899,1501.173147,27.33547461
São José do Campestre,2020-07-16,131,152,-6.31186,-35.71555,7,241230,12856,1018.979465,54.44928438
São José do Seridó,2020-07-16,16,23,-6.44938,-36.87973,,241240,4634,345.2740613,0
São Miguel,2020-07-16,70,87,-6.20453,-38.49297,1,241250,23519,297.631702,4.251881458
São Miguel do Gostoso,2020-07-16,77,113,-5.12432,-35.6358,8,241255,10282,748.8815406,77.80587434
São Paulo do Potengi,2020-07-16,197,459,-5.8929,-35.75645,8,241260,17579,1120.655327,45.50884578
São Pedro,2020-07-16,56,48,-5.89628,-35.63512,4,241270,5971,937.866354,66.99045386
São Rafael,2020-07-16,89,151,-5.80286,-36.88586,3,241280,8202,1085.101195,36.57644477
São Tomé,2020-07-16,77,105,-5.97253,-36.07673,2,241290,11055,696.5174129,18.09136137
São Vicente,2020-07-16,18,26,-6.2199,-36.68195,,241300,6424,280.1992528,0
Senador Elói de Souza,2020-07-16,42,28,-6.03667,-35.69078,,241310,6086,690.1084456,0
Senador Georgino Avelino,2020-07-16,25,19,-6.16267,-35.1247,2,241320,4440,563.0630631,45.04504505
Serra Caiada,2020-07-16,62,18,-6.10684,-35.71098,4,241030,10395,596.4405964,38.48003848
Serra de São Bento,2020-07-16,22,12,-6.41752,-35.70425,,241330,5762,381.8118709,0
Serra do Mel,2020-07-16,114,78,-5.17469,-37.03803,7,241335,11938,954.9338248,58.63628749
Serra Negra do Norte,2020-07-16,103,65,-6.6659,-37.3996,5,241340,8078,1275.068086,61.89650904
Serrinha,2020-07-16,24,36,-6.27779,-35.49992,,241350,6229,385.2945898,0
Serrinha dos Pintos,2020-07-16,8,3,-6.11266,-37.95583,,241355,4800,166.6666667,0
Severiano Melo,2020-07-16,24,40,-5.78209,-37.95747,,241360,2440,983.6065574,0
Sítio Novo,2020-07-16,15,54,-6.1104,-35.91464,,241370,5522,271.6407099,0
Taboleiro Grande,2020-07-16,9,8,-5.92827,-38.04435,1,241380,2566,350.7404521,38.97116134
Taipu,2020-07-16,71,48,-5.62183,-35.59692,1,241390,12279,578.2229823,8.143985667
Tangará,2020-07-16,43,41,-6.19953,-35.8009,2,241400,15727,273.4151459,12.71698353
Tenente Ananias,2020-07-16,33,47,-6.46045,-38.18061,3,241410,10786,305.9521602,27.81383275
Tenente Laurentino Cruz,2020-07-16,27,34,-6.14641,-36.71766,,241415,5952,453.6290323,0
Tibau,2020-07-16,52,35,-4.84094,-37.2557,2,241105,4106,1266.439357,48.70920604
Tibau do Sul,2020-07-16,134,44,-6.18847,-35.09057,,241420,14180,944.9929478,0
Timbaúba dos Batistas,2020-07-16,16,21,-6.46438,-37.26717,,241430,2414,662.8003314,0
Touros,2020-07-16,342,98,-5.19887,-35.4605,15,241440,33287,1027.428125,45.06263707
Triunfo Potiguar,2020-07-16,12,10,-5.86708,-37.18546,,241445,3237,370.7136237,0
Umarizal,2020-07-16,29,26,-5.99099,-37.8127,1,241450,10555,274.7513027,9.474182852
Upanema,2020-07-16,31,63,-5.64331,-37.2587,3,241460,14659,211.4741797,20.4652432
Várzea,2020-07-16,66,75,-6.34518,-35.37231,5,241470,5500,1200,90.90909091
Venha-Ver,2020-07-16,5,8,-6.32,-38.49093,2,241475,4177,119.7031362,47.88125449
Vera Cruz,2020-07-16,111,30,-6.04383,-35.43211,4,241480,12481,889.3518148,32.04871405
Viçosa,2020-07-16,8,7,-5.99221,-37.94572,,241490,1718,465.6577416,0
Vila Flor,2020-07-16,51,2,-6.31526,-35.07625,,241500,3170,1608.832808,0
Importados,2020-07-16,118,41,,,6,,,,
